selling_price (in lakhs),age,seller_type,km_driven (in thousands),owner_type,fuel_type,transmission_type,mileage,engine_size (in cc),max_power (in bhp),seats,maker,model,variant
4.5,5.0,Dealer,52.0,First Owner,Petrol,Manual,16.78,1496,88.73,5,TOYOTA,ETIOS,VX
3.35,6.0,Individual,61.0,First Owner,Petrol,Manual,19.4,1198,86.8,5,HONDA,BRIO,S MT
13.0,2.0,Individual,7.0,First Owner,Petrol,Manual,16.1,1353,138.0,5,KIA,SELTOS,GTK
3.6,3.0,Individual,20.0,First Owner,Petrol,Manual,23.95,998,67.05,5,MARUTI,ALTO,K10 VXI
5.05,1.0,Individual,8.7,First Owner,Petrol,Manual,21.63,998,67.04,5,MARUTI,CELERIO,ZXI
3.1,2.0,Individual,25.0,First Owner,Petrol,Manual,24.7,796,47.3,5,MARUTI,ALTO,800 LXI
5.45,6.0,Dealer,42.0,First Owner,Petrol,Manual,18.6,1197,81.86,5,HYUNDAI,I20,ASTA OPTION BSIV
3.0,12.0,Individual,120.0,First Owner,Diesel,Manual,14.0,2498,112.0,7,MAHINDRA,XYLO,E4
2.0,12.0,Individual,60.0,First Owner,Petrol,Manual,14.4,1399,94.0,5,CHEVROLET,AVEO,1.4 LS LIMITED EDITION
1.5,15.0,Individual,120.0,First Owner,Diesel,Manual,13.6,2523,63.0,7,MAHINDRA,BOLERO,DI
5.8,3.0,Individual,50.0,First Owner,Petrol,Manual,21.4,1197,83.1,5,MARUTI,BALENO,DELTA 1.2
2.5,10.0,Individual,58.0,First Owner,Petrol,Manual,18.9,998,67.1,5,MARUTI,WAGON,R VXI BS IV
6.5,4.0,Individual,36.0,First Owner,Petrol,Manual,17.43,1396,105.5,5,HYUNDAI,VERNA,1.4 VTVT
8.0,5.0,Individual,80.0,First Owner,Diesel,Manual,23.65,1248,88.5,5,MARUTI,SX4,S CROSS DDIS 200 ZETA
14.75,8.0,Dealer,71.0,First Owner,Diesel,Automatic,15.73,1968,174.33,5,AUDI,Q3,2.0 TDI QUATTRO PREMIUM PLUS
4.1,3.0,Individual,30.0,First Owner,Diesel,Manual,25.47,1248,88.5,7,MARUTI,ERTIGA,VDI
5.31,6.0,Dealer,162.828,First Owner,Diesel,Manual,22.77,1498,98.59,5,FORD,ECOSPORT,2015-2021 1.5 TDCI TITANIUM BSIV
8.9,3.0,Individual,7.5,First Owner,Diesel,Manual,23.0,1498,98.96,5,FORD,ECOSPORT,2015-2021 1.5 DIESEL TITANIUM PLUS BSIV
7.75,5.0,Dealer,47.227,First Owner,Diesel,Manual,14.0,2179,138.1,7,TATA,SAFARI,STORME EX
4.35,3.0,Dealer,52.0,First Owner,CNG,Manual,33.54,998,67.04,5,MARUTI,WAGON,R CNG LXI BSIV
1.85,9.0,Dealer,74.0,First Owner,Diesel,Manual,20.0,1399,68.05,5,FORD,FIGO,DIESEL ZXI
4.4,10.0,Dealer,47.0,First Owner,Diesel,Manual,15.96,2523,62.1,7,MAHINDRA,BOLERO,2011-2019 SLX
4.5,6.0,Individual,50.0,First Owner,Petrol,Manual,18.6,1197,81.83,5,HYUNDAI,I20,SPORTZ 1.2
6.0,4.0,Individual,100.0,First Owner,Petrol,Manual,21.4,1197,83.1,5,MARUTI,BALENO,ZETA 1.2
3.2,7.0,Individual,35.0,First Owner,Petrol,Manual,23.1,998,67.04,5,MARUTI,CELERIO,VXI
7.0,5.0,Individual,50.0,First Owner,Diesel,Manual,21.19,1396,88.73,5,HYUNDAI,I20,ACTIVE 1.4 SX
6.3,3.0,Individual,10.0,First Owner,Petrol,Manual,18.16,1196,86.8,5,FORD,ASPIRE,1.2 TI-VCT TITANIUM
3.2,5.0,Individual,10.37,First Owner,Petrol,Manual,22.74,796,47.3,5,MARUTI,ALTO,800 VXI AIRBAG
4.65,8.0,Dealer,62.0,First Owner,Petrol,Manual,16.8,1497,116.3,5,HONDA,CITY,V MT
2.75,10.0,Individual,70.0,First Owner,Diesel,Manual,21.12,1248,88.8,5,TATA,MANZA,AURA QUADRAJET BS IV
3.7,8.0,Individual,250.0,First Owner,Diesel,Manual,21.64,1461,84.8,5,NISSAN,SUNNY,DIESEL XL
5.5,5.0,Individual,40.0,First Owner,Petrol,Manual,18.6,1197,81.83,5,HYUNDAI,I20,SPORTZ 1.2
4.45,4.0,Individual,60.0,First Owner,Petrol,Manual,22.0,1197,81.8,5,MARUTI,SWIFT,VVT VXI
7.05,8.0,Dealer,67.231,First Owner,Diesel,Manual,14.0,2179,138.1,7,TATA,SAFARI,STORME VX
2.7,8.0,Dealer,64.0,First Owner,CNG,Manual,33.54,998,67.04,5,MARUTI,WAGON,R CNG LXI BSIV
4.2,9.0,Dealer,142.587,First Owner,Diesel,Manual,23.08,1461,63.1,5,NISSAN,MICRA,DIESEL XV
4.75,7.0,Dealer,63.0,First Owner,Diesel,Manual,26.0,1498,98.6,5,HONDA,CITY,I DTEC SV
17.55,6.0,Individual,80.0,First Owner,Diesel,Manual,12.55,2982,168.5,7,TOYOTA,FORTUNER,4X4 MT
3.5,10.0,Dealer,55.0,First Owner,Petrol,Manual,16.9,1497,100.0,5,HONDA,CITY,2017-2020 VTEC
5.75,5.0,Dealer,11.0,First Owner,Petrol,Manual,18.6,1197,81.83,5,HYUNDAI,I20,2015-2017 SPORTZ OPTION 1.2
4.66,5.0,Dealer,66.0,First Owner,Diesel,Manual,23.59,1364,67.06,5,TOYOTA,ETIOS,LIVA GD
3.6,4.0,Individual,17.0,First Owner,Petrol,Manual,23.01,999,67.0,5,RENAULT,KWID,1.0 RXT OPTIONAL
2.75,4.0,Individual,25.0,First Owner,Petrol,Manual,24.7,796,47.3,5,MARUTI,ALTO,800 VXI OPTIONAL
3.2,5.0,Individual,33.35,First Owner,Petrol,Manual,19.44,1198,67.0,7,DATSUN,GO,PLUS D
0.95,21.0,Individual,45.0,First Owner,Petrol,Manual,14.0,796,35.0,5,MARUTI,OMNI,5 STR STD
3.7,6.0,Dealer,62.0,First Owner,Petrol,Manual,18.9,1197,82.0,5,HYUNDAI,GRAND,I10 MAGNA
2.5,8.0,Individual,30.0,First Owner,Petrol,Manual,19.4,1198,86.8,5,HONDA,BRIO,E MT
2.75,12.0,Individual,59.0,First Owner,Petrol,Manual,17.5,1298,85.8,5,MARUTI,SWIFT,DZIRE ZXI
19.5,6.0,Dealer,20.0,First Owner,Petrol,Automatic,12.33,1991,375.48,5,MERCEDES-BENZ,GLA,AMG 45 4MATIC
5.5,7.0,Dealer,86.113,First Owner,Petrol,Manual,17.4,1497,117.3,5,HONDA,CITY,I VTEC V
13.25,5.0,Dealer,45.0,First Owner,Diesel,Manual,21.43,1364,87.2,5,TOYOTA,COROLLA,ALTIS DIESEL D4DG
7.5,3.0,Individual,10.0,First Owner,Diesel,Manual,28.4,1248,74.02,5,MARUTI,SWIFT,DZIRE VDI
2.9,10.0,Dealer,70.0,First Owner,Petrol,Manual,18.06,1198,75.0,5,NISSAN,MICRA,XV
2.72,6.0,Individual,92.537,First Owner,Petrol,Manual,20.51,998,67.04,5,MARUTI,WAGON,R VXI
9.51,2.0,Dealer,27.645,First Owner,Diesel,Manual,28.09,1248,88.5,5,MARUTI,CIAZ,1.3 ALPHA
2.8,8.0,Individual,46.242,First Owner,Petrol,Manual,20.92,998,67.1,5,MARUTI,ALTO,K10 2010-2014 VXI
5.45,8.0,Individual,70.0,First Owner,Petrol,Manual,16.8,1497,116.3,5,HONDA,CITY,V MT AVN
4.5,1.0,Individual,6.0,First Owner,Petrol,Manual,22.3,799,53.26,5,RENAULT,KWID,RXT
4.8,4.0,Dealer,64.0,First Owner,Petrol,Manual,18.6,1197,81.83,5,HYUNDAI,I20,2015-2017 MAGNA 1.2
10.6,4.0,Dealer,93.0,First Owner,Diesel,Manual,15.4,1997,120.0,7,MAHINDRA,SCORPIO,1.99 S10
2.35,8.0,Dealer,26.2,First Owner,Petrol,Manual,22.74,796,47.3,5,MARUTI,ALTO,800 LXI
5.9,4.0,Individual,25.0,First Owner,Petrol,Manual,21.4,1197,83.1,5,MARUTI,BALENO,ZETA 1.2
7.5,4.0,Individual,80.0,First Owner,Diesel,Manual,18.49,1493,100.0,7,MAHINDRA,TUV,300 MHAWK100 T8 DUAL TONE
4.5,5.0,Individual,70.0,First Owner,Diesel,Manual,18.49,1493,100.0,7,MAHINDRA,TUV,300 T4
29.5,3.0,Dealer,50.0,First Owner,Diesel,Automatic,12.9,2755,174.5,7,TOYOTA,FORTUNER,2016-2021 2.8 2WD AT BSIV
1.1,13.0,Individual,80.0,First Owner,Petrol,Manual,17.92,1086,62.1,5,HYUNDAI,SANTRO,XING GLS
2.8,14.0,Individual,110.0,First Owner,Diesel,Manual,13.5,2179,115.0,5,MAHINDRA,SCORPIO,M2DI
18.51,5.0,Dealer,55.0,First Owner,Petrol,Automatic,17.84,1395,147.51,5,AUDI,A4,30 TFSI PREMIUM PLUS
7.5,3.0,Individual,25.0,First Owner,Petrol,Manual,17.4,1497,117.3,5,HONDA,CITY,I-VTEC S
4.0,6.0,Dealer,36.0,First Owner,Petrol,Manual,18.9,1197,81.86,5,HYUNDAI,GRAND,I10 MAGNA
5.3,6.0,Individual,40.0,First Owner,Diesel,Manual,26.59,1248,74.0,5,MARUTI,SWIFT,DZIRE ZDI
8.7,3.0,Individual,25.0,First Owner,Diesel,Manual,16.55,2498,105.0,6,MAHINDRA,THAR,CRDE
2.95,3.0,Dealer,30.038,First Owner,Petrol,Manual,25.17,799,53.3,5,RENAULT,KWID,RXL
3.7,4.0,Individual,53.0,First Owner,Diesel,Manual,27.28,1047,69.0,5,TATA,TIAGO,1.05 REVOTORQ XE
5.3,3.0,Individual,5.0,First Owner,Petrol,Manual,21.21,1197,81.8,5,MARUTI,SWIFT,VXI
6.0,7.0,Individual,41.217,First Owner,Diesel,Manual,24.4,1120,71.0,5,HYUNDAI,XCENT,1.1 CRDI SX OPTION
3.5,4.0,Individual,35.0,First Owner,Petrol,Automatic,24.04,999,67.0,5,RENAULT,KWID,CLIMBER 1.0 AMT
4.7,8.0,Dealer,62.0,First Owner,Diesel,Manual,22.7,1498,89.84,5,FORD,ECOSPORT,1.5 DV5 MT TITANIUM
3.9,6.0,Individual,42.0,First Owner,Diesel,Manual,25.83,1498,99.0,5,FORD,ASPIRE,1.5 TDCI TREND
1.16,16.0,Individual,120.0,First Owner,Diesel,Manual,13.2,1995,56.0,5,AMBASSADOR,AVIGO,2000 DSZ
9.2,6.0,Individual,80.0,First Owner,Diesel,Manual,15.4,2179,120.0,7,MAHINDRA,SCORPIO,S10 7 SEATER
5.5,8.0,Individual,60.0,First Owner,Diesel,Manual,15.1,2179,140.0,7,MAHINDRA,XUV500,W8 2WD
6.35,7.0,Individual,45.0,First Owner,Diesel,Manual,22.32,1582,126.32,5,HYUNDAI,VERNA,1.6 SX
12.5,4.0,Dealer,50.0,First Owner,Diesel,Automatic,16.0,2179,140.0,7,MAHINDRA,XUV500,AT W8 FWD
3.0,3.0,Individual,12.0,First Owner,Petrol,Manual,24.7,796,47.3,5,MARUTI,ALTO,800 VXI
9.6,3.0,Individual,12.0,First Owner,Petrol,Automatic,18.0,1497,117.6,5,HONDA,CITY,I-VTEC CVT V
7.5,3.0,Individual,15.0,First Owner,Diesel,Manual,24.3,1248,88.5,5,MARUTI,VITARA,BREZZA VDI OPTION
2.49,10.0,Dealer,63.0,First Owner,Petrol,Manual,16.47,1198,73.9,5,VOLKSWAGEN,POLO,PETROL TRENDLINE 1.2L
14.0,3.0,Individual,30.0,First Owner,Diesel,Manual,17.6,2179,153.86,7,TATA,HEXA,XT
2.5,10.0,Individual,160.8,First Owner,Diesel,Manual,20.0,1399,68.0,5,FORD,FIGO,DIESEL ZXI
6.1,7.0,Individual,120.0,First Owner,Diesel,Manual,22.32,1582,126.32,5,HYUNDAI,VERNA,1.6 SX
1.65,11.0,Dealer,62.821,First Owner,Petrol,Manual,18.2,998,67.1,5,MARUTI,ZEN,ESTILO VXI BSIII
5.45,5.0,Dealer,78.247,First Owner,Diesel,Manual,21.7,1498,98.96,5,FORD,ECOSPORT,2015-2021 1.5 DIESEL AMBIENTE
4.8,8.0,Individual,113.0,First Owner,Diesel,Manual,22.32,1582,126.3,5,HYUNDAI,VERNA,1.6 CRDI EX MT
3.95,7.0,Dealer,52.0,First Owner,Petrol,Manual,18.6,1197,81.83,5,HYUNDAI,I20,2015-2017 ASTA OPTION 1.2
4.95,9.0,Dealer,109.0,First Owner,Diesel,Manual,12.99,2494,100.6,7,TOYOTA,INNOVA,2.5 G (DIESEL) 7 SEATER
4.7,4.0,Individual,90.0,First Owner,Petrol,Manual,18.9,1197,82.0,5,HYUNDAI,GRAND,I10 ASTA OPTION
2.0,10.0,Individual,35.0,First Owner,Petrol,Manual,16.84,1193,64.4,5,TATA,INDICA,EXETA EGLX
2.8,11.0,Individual,90.0,First Owner,Diesel,Manual,17.0,1896,105.0,5,SKODA,LAURA,1.9 TDI MT AMBIENTE
1.49,13.0,Dealer,62.001,First Owner,Petrol,Manual,14.4,1399,94.0,5,CHEVROLET,AVEO,1.4 LS LIMITED EDITION
2.0,10.0,Dealer,98.0,First Owner,Diesel,Manual,22.07,1199,73.9,5,VOLKSWAGEN,POLO,DIESEL TRENDLINE 1.2L
6.99,5.0,Individual,20.0,First Owner,Diesel,Manual,21.19,1396,88.73,5,HYUNDAI,I20,ACTIVE 1.4 SX
3.15,11.0,Dealer,57.0,First Owner,Petrol,Manual,14.28,1798,138.03,5,TOYOTA,COROLLA,ALTIS 1.8 G
3.4,7.0,Individual,21.717,First Owner,Petrol,Manual,20.51,998,67.04,5,MARUTI,WAGON,R VXI
5.0,7.0,Individual,40.0,First Owner,Diesel,Manual,20.45,1461,83.8,5,RENAULT,DUSTER,85PS DIESEL RXL
10.5,4.0,Individual,50.0,First Owner,Petrol,Manual,17.14,1497,117.6,5,HONDA,CITY,I-VTEC ZX
6.0,5.0,Individual,90.0,First Owner,Diesel,Manual,19.6,1461,108.45,5,RENAULT,DUSTER,110PS DIESEL RXZ
4.78,4.0,Individual,90.0,First Owner,Diesel,Manual,20.5,1248,91.72,5,FIAT,AVVENTURA,URBAN CROSS 1.3 MULTIJET ACTIVE
4.91,4.0,Dealer,27.876,First Owner,Petrol,Manual,20.4,1197,81.8,5,MARUTI,SWIFT,VXI OPTIONAL
28.9,5.0,Dealer,56.0,First Owner,Petrol,Automatic,12.63,1999,177.0,5,LAND-ROVER,DISCOVERY,SPORT SI4 HSE
1.6,13.0,Individual,57.215,First Owner,Petrol,Manual,20.36,1197,78.9,5,HYUNDAI,I10,ASTA
9.85,2.0,Dealer,5.4,First Owner,Petrol,Manual,18.27,998,118.35,5,HYUNDAI,VENUE,SX TURBO BSIV
5.0,7.0,Individual,60.0,First Owner,Diesel,Manual,23.4,1248,74.0,5,MARUTI,SWIFT,DZIRE VDI
3.35,4.0,Individual,24.8,First Owner,Petrol,Manual,23.84,1199,84.0,5,TATA,TIAGO,1.2 REVOTRON XT
0.85,16.0,Individual,70.0,First Owner,Petrol,Manual,19.7,796,46.3,5,MARUTI,ALTO,LXI BSIII
9.5,5.0,Dealer,59.45,First Owner,Diesel,Manual,21.9,1498,98.6,7,HONDA,BRV,I-DTEC VX MT
7.4,3.0,Dealer,20.0,First Owner,Petrol,Automatic,17.1,1199,88.51,5,HONDA,JAZZ,VX CVT
2.0,11.0,Individual,90.0,First Owner,Diesel,Manual,17.0,1405,71.0,5,TATA,INDICA,VISTA TERRA 1.4 TDI
3.75,8.0,Dealer,34.553,First Owner,Petrol,Manual,22.0,1197,81.8,5,MARUTI,SWIFT,VXI
8.1,3.0,Individual,40.0,First Owner,Diesel,Manual,24.3,1248,88.5,5,MARUTI,VITARA,BREZZA VDI
1.73,11.0,Individual,350.0,First Owner,Petrol,Manual,16.47,1198,73.9,5,VOLKSWAGEN,POLO,PETROL TRENDLINE 1.2L
7.0,4.0,Individual,50.0,First Owner,Diesel,Manual,24.3,1248,88.5,5,MARUTI,VITARA,BREZZA VDI
3.1,5.0,Individual,70.0,First Owner,Diesel,Manual,25.32,1198,77.0,6,MAHINDRA,KUV,100 MFALCON D75 K4
8.5,4.0,Individual,120.0,First Owner,Diesel,Manual,15.4,1997,120.0,7,MAHINDRA,SCORPIO,1.99 S4
2.85,8.0,Individual,90.0,First Owner,Diesel,Manual,22.54,1396,88.76,5,HYUNDAI,I20,ERA 1.4 CRDI
4.5,7.0,Individual,120.0,First Owner,Diesel,Manual,23.4,1248,74.0,5,MARUTI,SWIFT,DZIRE VDI
11.0,4.0,Individual,80.0,First Owner,Diesel,Manual,19.67,1582,126.2,5,HYUNDAI,CRETA,1.6 CRDI SX
3.5,10.0,Individual,155.0,First Owner,Diesel,Manual,14.0,2498,112.0,7,MAHINDRA,XYLO,E4 BS IV
10.8,4.0,Individual,30.0,First Owner,Diesel,Manual,15.4,1997,120.0,7,MAHINDRA,SCORPIO,1.99 S6 PLUS
5.3,7.0,Dealer,66.1,First Owner,Diesel,Manual,26.0,1498,98.6,5,HONDA,CITY,I DTEC V
6.8,4.0,Individual,50.0,First Owner,Diesel,Manual,28.4,1248,74.02,5,MARUTI,SWIFT,DZIRE VDI
10.25,4.0,Dealer,42.0,First Owner,Diesel,Manual,15.4,1997,120.0,7,MAHINDRA,SCORPIO,1.99 S4 PLUS
6.5,4.0,Individual,55.0,First Owner,Petrol,Manual,18.6,1197,81.83,5,HYUNDAI,I20,1.2 SPOTZ
1.94,9.0,Dealer,110.699,First Owner,Petrol,Manual,20.36,1197,78.9,5,HYUNDAI,I10,MAGNA
6.86,2.0,Individual,5.0,First Owner,Petrol,Automatic,21.4,1197,83.1,5,MARUTI,BALENO,DELTA AUTOMATIC
2.0,5.0,Individual,50.0,First Owner,Petrol,Manual,22.74,796,47.3,5,MARUTI,ALTO,800 LXI
2.5,11.0,Dealer,44.0,First Owner,Petrol,Manual,19.1,1197,85.8,5,MARUTI,SWIFT,DZIRE VXI
7.3,3.0,Individual,90.0,First Owner,Diesel,Manual,24.3,1248,88.5,5,MARUTI,VITARA,BREZZA VDI OPTION
6.5,5.0,Dealer,55.0,First Owner,Petrol,Manual,17.01,1591,121.3,5,HYUNDAI,VERNA,1.6 VTVT SX
7.9,4.0,Dealer,45.0,First Owner,Diesel,Manual,24.3,1248,88.5,5,MARUTI,VITARA,BREZZA ZDI PLUS DUAL TONE
6.2,4.0,Individual,30.0,First Owner,Petrol,Manual,21.4,1197,83.1,5,MARUTI,BALENO,ZETA 1.2
5.1,8.0,Individual,50.0,First Owner,Petrol,Manual,17.01,1591,121.3,5,HYUNDAI,VERNA,1.6 VTVT
3.75,8.0,Individual,20.0,First Owner,Petrol,Manual,15.37,1196,73.0,5,MARUTI,EECO,5 SEATER AC BSIV
5.25,6.0,Dealer,69.0,First Owner,Diesel,Manual,19.01,1461,108.5,5,NISSAN,TERRANO,XV 110 PS
6.2,4.0,Trustmark Dealer,19.843,First Owner,Petrol,Automatic,21.21,1197,81.8,5,MARUTI,SWIFT,DZIRE AMT VXI
2.7,7.0,Individual,20.0,First Owner,Diesel,Manual,19.09,1405,69.01,5,TATA,INDIGO,LS (TDI) BS-III
9.5,10.0,Individual,30.0,First Owner,Diesel,Automatic,11.4,2953,153.86,7,FORD,ENDEAVOUR,3.0L 4X4 AT
14.5,4.0,Dealer,52.3,First Owner,Diesel,Manual,13.68,2393,147.51,7,TOYOTA,INNOVA,CRYSTA 2016-2020 2.4 G MT
8.45,5.0,Individual,40.0,First Owner,Petrol,Automatic,18.0,1497,117.3,5,HONDA,CITY,I VTEC CVT SV
3.9,7.0,Dealer,61.5,First Owner,Diesel,Manual,23.4,1248,74.0,5,MARUTI,SWIFT,DZIRE LDI
3.95,6.0,Dealer,59.0,First Owner,Petrol,Manual,18.0,1198,86.7,5,HONDA,AMAZE,S I-VTECH
4.5,3.0,Individual,40.0,First Owner,Petrol,Manual,18.9,1197,81.86,5,HYUNDAI,GRAND,I10 1.2 KAPPA SPORTZ DUAL TONE
17.0,8.0,Individual,60.0,First Owner,Diesel,Automatic,17.68,1968,174.33,5,AUDI,A6,2.0 TDI
3.25,8.0,Dealer,61.0,First Owner,Petrol,Manual,18.9,1197,82.0,5,HYUNDAI,GRAND,I10 MAGNA
3.5,5.0,Individual,70.0,First Owner,Diesel,Manual,25.32,1198,77.0,6,MAHINDRA,KUV,100 MFALCON D75 K4
6.5,8.0,Dealer,63.0,First Owner,Diesel,Manual,15.1,2179,140.0,7,MAHINDRA,XUV500,W8 2WD
12.5,9.0,Dealer,58.0,First Owner,Petrol,Manual,12.3,1796,185.0,5,MERCEDES-BENZ,E-CLASS,E 200 CGI
2.2,8.0,Individual,40.0,First Owner,Petrol,Manual,19.0,998,67.1,5,MARUTI,ZEN,ESTILO VXI BSIV
3.5,6.0,Individual,49.0,First Owner,Diesel,Manual,17.21,1493,100.0,7,MAHINDRA,QUANTO,C8
7.5,4.0,Individual,22.0,First Owner,Diesel,Manual,28.4,1248,74.02,5,MARUTI,SWIFT,DZIRE VDI
2.99,11.0,Dealer,57.977,First Owner,Petrol,Manual,17.0,1497,118.0,5,HONDA,CITY,1.5 V MT
3.78,5.0,Individual,70.0,First Owner,Diesel,Manual,24.4,1120,71.0,5,HYUNDAI,XCENT,1.1 CRDI BASE
70.0,3.0,Dealer,13.0,First Owner,Petrol,Automatic,12.19,1997,237.36,4,LAND-ROVER,RANGE,ROVER EVOQUE CONVERTIBLE HSE DYNAMIC
13.25,9.0,Dealer,67.0,First Owner,Petrol,Automatic,17.33,1998,189.08,4,MINI,COOPER,3 DOOR S
5.24,7.0,Dealer,48.242,First Owner,Diesel,Manual,20.77,1248,88.76,7,MARUTI,ERTIGA,VDI
1.69,9.0,Dealer,68.0,First Owner,Diesel,Manual,20.0,1399,68.05,5,FORD,FIGO,DIESEL EXI
5.0,7.0,Individual,40.0,First Owner,Diesel,Manual,20.77,1248,88.8,7,MARUTI,ERTIGA,ZDI
20.0,9.0,Dealer,98.0,First Owner,Diesel,Automatic,12.07,2967,241.4,7,AUDI,Q7,2006-2020 3.0 TDI QUATTRO PREMIUM PLUS
3.8,8.0,Individual,113.45,First Owner,Diesel,Manual,23.4,1248,74.0,5,MARUTI,SWIFT,DZIRE VDI
4.0,3.0,Individual,80.0,First Owner,Petrol,Automatic,20.51,998,67.0,5,MARUTI,WAGON,R AMT VXI
5.65,1.0,Dealer,1.0,First Owner,Petrol,Automatic,20.3,1086,68.0,5,HYUNDAI,SANTRO,SPORTZ SE AMT BSIV
3.35,6.0,Dealer,20.292,First Owner,Petrol,Manual,20.51,998,67.04,5,MARUTI,WAGON,R VXI
3.0,11.0,Dealer,67.9,First Owner,Diesel,Manual,12.05,2179,120.0,7,MAHINDRA,SCORPIO,2009-2014 VLX 2WD 7S BSIV
2.0,9.0,Individual,70.0,First Owner,Diesel,Manual,25.44,936,57.6,5,CHEVROLET,BEAT,DIESEL LS
10.51,6.0,Dealer,40.0,First Owner,Diesel,Manual,15.4,1997,120.0,7,MAHINDRA,SCORPIO,1.99 S10
5.1,4.0,Individual,60.0,First Owner,Diesel,Manual,24.0,1186,73.97,5,HYUNDAI,GRAND,I10 1.2 CRDI SPORTZ OPTION
3.7,3.0,Individual,25.0,First Owner,Petrol,Automatic,24.04,999,67.0,5,RENAULT,KWID,CLIMBER 1.0 AMT
2.0,15.0,Individual,70.0,First Owner,Petrol,Manual,18.9,998,67.1,5,MARUTI,WAGON,R LXI
6.25,3.0,Individual,21.0,First Owner,Diesel,Manual,27.39,1248,74.0,5,MARUTI,BALENO,DELTA 1.3
12.9,3.0,Dealer,39.0,First Owner,Diesel,Manual,16.36,2179,140.0,7,MAHINDRA,SCORPIO,S7 140 BSIV
8.9,4.0,Dealer,30.0,First Owner,Petrol,Manual,15.8,1591,121.3,5,HYUNDAI,CRETA,1.6 E PLUS
4.2,9.0,Dealer,61.0,First Owner,Diesel,Manual,22.32,1582,126.3,5,HYUNDAI,VERNA,1.6 CRDI
5.0,4.0,Trustmark Dealer,5.743,First Owner,Petrol,Manual,20.4,1197,83.11,5,MARUTI,SWIFT,LXI OPTIONAL-O
7.5,4.0,Dealer,44.0,First Owner,Diesel,Manual,20.45,1461,83.8,5,NISSAN,TERRANO,XL PLUS 85 PS
6.0,3.0,Individual,24.2,First Owner,Petrol,Manual,18.9,1197,81.86,5,HYUNDAI,GRAND,I10 1.2 KAPPA ASTA
5.9,4.0,Individual,57.0,First Owner,Diesel,Manual,27.39,1248,74.0,5,MARUTI,BALENO,DELTA 1.3
1.9,10.0,Dealer,58.0,First Owner,Petrol,Manual,20.36,1197,78.9,5,HYUNDAI,I10,MAGNA
5.0,4.0,Individual,15.0,First Owner,Petrol,Manual,19.44,1198,67.0,7,DATSUN,GO,PLUS T OPTION BSIV
4.5,4.0,Individual,10.0,First Owner,Petrol,Manual,23.1,998,67.04,5,MARUTI,CELERIO,ZXI OPTIONAL
5.5,5.0,Individual,70.0,First Owner,Diesel,Manual,17.45,1493,100.0,7,MAHINDRA,NUVOSPORT,N8
1.7,10.0,Dealer,65.0,First Owner,Petrol,Manual,18.6,1199,79.4,5,CHEVROLET,BEAT,LT
6.5,6.0,Individual,100.0,First Owner,Diesel,Manual,15.1,2179,140.0,7,MAHINDRA,XUV500,W6 2WD
82.5,1.0,Dealer,2.0,First Owner,Petrol,Automatic,11.29,2998,335.0,2,BMW,Z4,M40I
5.0,1.0,Individual,10.0,First Owner,Petrol,Manual,20.52,1197,81.8,5,MARUTI,WAGON,R VXI OPT 1.2
5.0,6.0,Individual,10.0,First Owner,Petrol,Automatic,16.9,1197,82.0,5,HYUNDAI,XCENT,1.2 KAPPA AT SX OPTION
1.4,12.0,Individual,43.0,First Owner,Petrol,Manual,19.7,796,46.3,5,MARUTI,ALTO,LXI
3.49,8.0,Dealer,64.0,First Owner,CNG,Manual,18.0,1198,86.7,5,HONDA,AMAZE,S PLUS I-VTEC
3.25,7.0,Individual,30.0,First Owner,Petrol,Manual,20.51,998,67.06,5,MARUTI,WAGON,R VXI WITH ABS
4.35,7.0,Dealer,63.0,First Owner,Petrol,Manual,17.8,1497,117.3,5,HONDA,CITY,I VTEC S
4.55,3.0,Dealer,28.0,First Owner,CNG,Manual,31.79,998,58.33,5,MARUTI,CELERIO,VXI CNG BSIV
62.0,3.0,Individual,25.0,First Owner,Petrol,Automatic,9.17,2995,335.25,7,LAND-ROVER,DISCOVERY,HSE LUXURY 3.0 SI6
7.55,4.0,Dealer,32.226,First Owner,Petrol,Manual,17.8,1497,117.3,5,HONDA,CITY,I VTEC V
6.5,8.0,Dealer,63.432,First Owner,Diesel,Automatic,13.73,1995,148.0,5,RENAULT,KOLEOS,2.0 DIESEL
40.0,3.0,Dealer,8.0,First Owner,Petrol,Automatic,16.6,1798,177.0,4,AUDI,A3,CABRIOLET 40 TFSI PREMIUM PLUS
2.5,8.0,Individual,80.0,First Owner,Petrol,Manual,19.4,1198,86.8,5,HONDA,BRIO,V MT
2.45,7.0,Individual,65.0,First Owner,Petrol,Manual,23.95,998,67.05,5,MARUTI,ALTO,K10 VXI
13.5,2.0,Dealer,14.0,First Owner,Diesel,Manual,20.8,1493,113.4,5,KIA,SELTOS,HTK PLUS D
2.15,8.0,Individual,90.76,First Owner,Diesel,Manual,19.09,1396,69.0,5,TATA,INDIGO,LX (TDI) BS III
4.0,5.0,Individual,80.0,First Owner,Diesel,Manual,19.09,1405,69.01,5,TATA,INDIGO,LX (TDI) BS-III
3.1,3.0,Individual,15.0,First Owner,Petrol,Automatic,24.04,999,67.0,5,RENAULT,KWID,AMT RXL
12.35,9.0,Dealer,85.0,First Owner,Petrol,Automatic,0.0,2694,163.05,7,TOYOTA,FORTUNER,4X2 AT
